seed,lat_mean,lat_p99,thp_total,jain,sla_viol,cre
1001,2.8223221708343287,3.1447079039580266,1050.809765839689,0.9233788413664439,0.0,100.0
1002,2.7692877546626056,3.053646591860658,1091.3829830959803,0.9019862014896571,0.0,100.0
1003,2.5862559555131828,2.616723135478701,1085.6643024053008,0.904689904806024,0.0,100.0
1004,2.8490181225522373,3.2758928114219206,1109.4062962873586,0.942521263762617,0.0,100.0
1005,3.097315741916798,2.7930835404714953,1096.6559794561772,0.9208956114379006,0.0,100.0
1006,3.171915232788429,2.78662560441371,1102.720255841908,0.9048038960413184,0.0,100.0
1007,3.0438023923383133,2.970352598126148,1154.6537592788272,0.9256190495804164,0.0,100.0
1008,2.7365738532077115,3.3287617579302564,1084.1602177187835,0.9120194540601319,0.0,100.0
1009,2.718455716667166,2.6743135208270115,1134.9936174377258,0.9323839956687104,0.0,100.0
1010,2.8390045704470475,2.871883151182291,1186.9238605249263,0.9425180697769777,0.0,100.0
1011,2.8966283620192366,2.9929190051151235,1043.115419499671,0.915384344364851,0.0,100.0
1012,2.7743680554228147,2.820602104272151,1150.4630754050015,0.9213864604480564,0.0,100.0
1013,2.815532865432365,3.0775852223024796,1110.4180526562398,0.9170470944822304,0.0,100.0
1014,2.7571861779727302,3.245002967069177,1071.1416386709259,0.9187012050012869,0.0,100.0
1015,3.0535526088039635,3.169608121588351,1137.7831216245838,0.9153183376616931,0.0,100.0
1016,2.660098055163297,3.1863280646396563,1056.4151350011482,0.8990964171371372,0.0,100.0
1017,2.8598934773111155,2.9169575576998628,1177.4233099872945,0.9024761983697437,0.0,100.0
1018,2.7596853041035203,2.830134355453091,1077.6765711698247,0.9304902931416119,0.0,100.0
1019,2.866769811041151,2.8176361001060144,1193.669863648747,0.9453347054502186,0.0,100.0
1020,3.1352614143409046,3.24856166317613,1112.6921402464482,0.9054116049810907,0.0,100.0
1021,2.821016604379166,3.1338475858152752,1168.298330560485,0.9127611674331348,0.0,100.0
1022,3.026557043236483,3.256792121712251,1076.7735266184916,0.9242594999278757,0.0,100.0
1023,2.5627170622040074,3.4554068918663146,1117.0362145714644,0.9219581737048373,0.0,100.0
1024,2.9216946877774737,2.8961970132099597,1149.6289630031176,0.9272537470865906,0.0,100.0
1025,2.8197125465835886,2.7375330382413283,1079.9252564370731,0.91707907810017,0.0,100.0
1026,2.6565187308307525,3.1746520177262663,1158.1725483342223,0.900551468525818,0.0,100.0
1027,2.558621702468713,3.5134074299514038,1151.6279016590017,0.9070355439167961,0.0,100.0
1028,2.8238675428801754,3.151616415658105,1085.6888506673413,0.9293406312709613,0.0,100.0
1029,3.030967156720735,3.1195515988866185,1192.2389715147424,0.9095996721463272,0.0,100.0
1030,2.9295401349118317,2.930875823395373,1104.848584404737,0.8934815022438242,0.0,100.0
